用户昵称,评价日期,订单id,商品id,商品名称,商品规格,商品评价得分,评价内容,评价等级,追评内容,追评时间,商家是否回复,回复内容,门店id,门店名称
静**r,2025年10月31日 21:43:18,6947518267297371395,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-高个子(163cm以上)/M(100-115斤),5,,好评,,,否,,,
☁**n,2025年10月31日 21:39:34,6947509609248069335,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,丹宁色-高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
一**t,2025年10月31日 21:32:25,6947190415749093297,3781220412944417229,小王家刺绣款牛仔裤女25年新款中高腰复古水洗牛仔阔腿长裤521011,复古蓝 -常规(160cm以内)/28(110-120斤),5,,好评,,,否,,,
村**6,2025年10月31日 21:31:04,6921914482542345227,3781032987064402066,小王家刺绣款牛仔阔腿裤女新款中高腰水洗牛仔长裤通勤百搭89081,丹宁色-小个子(153-163cm)/27(95-105斤),3,今天是我第一天穿。本来还准备入手一条白色的。 面料偏硬，膝盖鼓包，不掉色。尺码偏大，我108斤，开始拍的28，看评论说大了，还没发货就退货换了27。27刚好合适我,中评,,,否,,,
小**4,2025年10月31日 21:30:05,6922057872910679725,3768628195998433459,小王家刺绣款牛仔裤女25你啊新款中腰高弹微喇叭牛仔长裤63051,复古蓝-常规(163cm以内)/XL(115-125斤),5,,好评,,,否,,,
凤**r,2025年10月31日 21:29:53,6922071600851287156,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,灰杏色-常规(163cm以内)/26(90-100斤),5,,好评,,,否,,,
哈**6,2025年10月31日 21:26:53,6922007842966765325,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-高个子(163cm以上)/30(130-140斤),5,,好评,,,否,,,
X**f,2025年10月31日 21:25:18,6947497200986232767,3782152974881652820,【小蛋黄专属】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-常规(155-163cm)/M(100-115斤),5,,好评,,,否,,,
仙**n,2025年10月31日 21:24:12,6922051352020352904,3782882734964343273,《压箱底神裤》小王家刺绣款新款中高腰水洗牛仔长裤通勤百搭89081,丹宁色-常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
仙**n,2025年10月31日 21:22:54,6922053602624044936,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-常规(155-165cm)/M(100-110斤),5,,好评,,,否,,,
🌈**p,2025年10月31日 21:22:41,6947491404751509301,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/XXS(80斤以内),5,不错,好评,,,否,,,
绚**b,2025年10月31日 21:22:24,6947445856523195715,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-植绒常规(155-163cm)/S(85-100斤),5,尺码合适，适合现在穿,好评,,,否,,,
小**8,2025年10月31日 21:19:52,6921687263541558694,3772346488739463575,小王家复古小众女装裤子25年新款设计感显瘦微喇阔腿牛仔裤89217,怀旧蓝-常规(163cm以内)/29(115-125斤),2,掉色超级严重，秋裤变色了,差评,,,否,,,
晶**v,2025年10月31日 21:17:12,6921979235931881111,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,复古深蓝-植绒高个子(163cm以上)/29(120-130斤),5,,好评,,,否,,,
嘻**4,2025年10月31日 21:16:20,6947453494191199735,3709215520353026053,小王家中高腰牛仔阔腿裤女宽松显瘦垂感杏色水洗牛仔长裤89181,杏色-常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
π**6,2025年10月31日 21:12:57,6946801423899432055,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-高个子(163cm以上)/30(130-140斤),5,,好评,,,否,,,
A**0,2025年10月31日 21:10:56,6947144249532290651,3772520898897248477,小王家刺绣款牛仔裤女25年新款中高腰复古水洗牛仔阔腿长裤89296,复古蓝 -常规(155-163cm)/27(95-105斤),5,,好评,,,否,,,
宇**t,2025年10月31日 21:05:05,6947190949197977414,3780869123282698445,【绿子粉丝】小王家牛仔裤子25年秋冬女装直筒窄版阔腿裤复古百搭长裤89138,复古蓝-小个子厚绒(163cm以内)/27(95-105斤),5,,好评,,,否,,,
牵**f,2025年10月31日 21:03:38,6947511286354810494,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/S(90-100斤),4,还可以,好评,,,否,,,
钱**j,2025年10月31日 20:54:57,6947450879966386066,3767847059357565038,小王家筒喇裤女25年新款中高腰不贴腿微喇牛仔裤小个子牛仔89256,蓝色-常规(155-163cm)/M(100-110斤),5,,好评,,,否,,,
小**2,2025年10月31日 20:44:40,6947493928863930215,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-常规(155-165cm)/S(90-100斤),5,,好评,,,否,,,
碎**0,2025年10月31日 20:39:35,6921947888205528089,3767321355570249751,小王家腊肠狗显瘦女25年款复古牛仔裤通勤穿搭琥珀系穿搭89235,怀旧蓝-小个子(148-155cm)/M(100-115斤),4,,好评,,,否,,,
米**f,2025年10月31日 20:22:55,6921973234926058644,3780282289100030380,【小王家】丹宁色 复古蓝 杏色显瘦牛仔裤女新款阔腿裤通勤穿搭89138,复古蓝-常规(163cm以内)/27(95-105斤),5,很好，非常有质感，拿在手里有分量，版型不错,好评,,,否,,,
素**v,2025年10月31日 20:22:02,6946871204581545421,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,复古深蓝-高个子(163cm以上)/30(130-140斤),5,颜色很喜欢，尺寸也很合适，上身效果非常好，值得推荐,好评,,,否,,,
🥰**f,2025年10月31日 20:20:27,6921967870732237928,3721666757119836639,《三重奏》小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,丹宁色-常规(163cm以内)/29(115-125斤),3,,中评,,,否,,,
脖**f,2025年10月31日 20:19:32,6922067172848140211,3730563509302460572,小王家女装2025显瘦复古百搭牛仔阔腿长裤穿搭琥珀系穿搭89227,怀旧蓝-常规(163cm以内)/27(95-105斤),1,裤长乱七八糟，货号乱七八糟。,差评,,,否,,,
小**j,2025年10月31日 20:13:09,6947513374529295707,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/S(90-100斤),5,,好评,,,否,,,
巡**z,2025年10月31日 20:10:43,6921570433559526710,3741522584211161408,【小王家】复古蓝  质感蓝  杏色阔腿牛仔裤89081,复古蓝-小个子(153-163cm)/27(95-105斤),5,,好评,,,否,,,
硕**4,2025年10月31日 20:10:38,6946624006188766966,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-常规(163cm以内)/27(105-115斤),5,裤子正好，颜色很正，穿着舒服,好评,,,否,,,
飘**z,2025年10月31日 20:09:39,6947488849197733676,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/XS(80-90斤),5,"尺码建议：正好
上身效果：不错。
面料质感：好
版型设计：可以",好评,,,否,,,
小**n,2025年10月31日 20:08:33,6947284911780074950,3781032987064402066,【小王家】丹宁色 复古蓝 杏色刺绣款牛仔阔腿裤女新款中高腰通勤百搭89081,杏色-高个子(163-173cm)/26(85-95斤),5,挺好的，很舒服，很软,好评,,,否,,,
虾**l,2025年10月31日 20:07:57,6922058653020748874,3774003873577041980,小王家一裤两穿牛仔裤女25年新款复古宽松显瘦水洗阔腿长裤89316,复古蓝-常规(163cm以内)/28(110-120斤),5,,好评,,,否,,,
~**8,2025年10月31日 20:06:44,6947483555155285819,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
鹿**p,2025年10月31日 20:02:10,6947497779100063500,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-常规(155-165cm)/L(110-125斤),5,,好评,,,否,,,
稳**4,2025年10月31日 19:58:42,6921987335541652527,3699591836483060167,【小王家】高腰宽松显瘦时尚百搭阔腿裤女2025新款牛仔阔腿长裤89082,丹宁色-常规厚绒(163CM以内)/26(85-95斤),4,,好评,,,否,,,
🐰**p,2025年10月31日 19:57:11,6922014792020950822,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/30(130-140斤),5,,好评,,,否,,,
Y**t,2025年10月31日 19:56:05,6947509594105255781,3779241592620188735,【巴黎步调】小王家四面弹蜡笔裤女显瘦弹力时尚修身牛仔裤通勤九分裤81091,黑色/29(115-125斤),5,,好评,,,否,,,
快**b,2025年10月31日 19:52:42,6921990181243354230,3772520898897248477,【李时髦专属】小王家刺绣款牛仔裤女25年新款中高腰复古水洗牛仔阔腿长裤89296,复古蓝-小个子(148-155cm)/28(105-115斤),5,,好评,,,否,,,
你**b,2025年10月31日 19:51:32,6922049552732749257,3782882734964343273,小王家刺绣款牛仔阔腿裤女新款中高腰水洗牛仔长裤通勤百搭89081,丹宁色-高个子(163cm以上)/27(95-105斤),5,"你就看这个质量好不好就完事儿了，真的超级好。
面料质感：质感，质感，超级棒。
版型设计：非常的有型。",好评,,,否,,,
凝**f,2025年10月31日 19:49:59,6922053375656885709,3767321355570249751,小王家腊肠狗显瘦女25年款复古牛仔裤通勤穿搭琥珀系穿搭89235,怀旧蓝-常规(155-163cm)/XL(125-135斤),5,,好评,,,否,,,
用**x,2025年10月31日 19:44:45,6947430491153569000,3774003873577041980,小王家一裤两穿牛仔裤女25年新款复古宽松显瘦水洗阔腿长裤89316,复古蓝-常规(163cm以内)/28(110-120斤),5,好,好评,,,否,,,
💋**4,2025年10月31日 19:44:26,6947205873287697487,3721666757119836639,《三重奏》小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-厚绒高个子(163cm以上)/27(95-105斤),0,,差评,料子不怎么样，广告打的好，摸着很硬，不是很软,2025-11-28 14:21:39,否,,,
不**0,2025年10月31日 19:44:10,6947420172566664843,3775285281557709193,小王家牛仔裤子女25年秋季款中高腰显瘦时尚阔腿裤通勤穿搭89138,丹宁色-常规(163cm以内)/27(95-105斤),5,身高153，体重53kg，穿的27，其实26应该就够了，怕冬天要穿秋裤，所以把这个留下了，宇辉直播间买的不论版型还是面料都非常好，可以看看我前后侧边都拍照了，梨形身材，真实无美颜滤镜和瘦身效果的。,好评,,,否,,,
一**4,2025年10月31日 19:42:41,6947289671168956386,3781238486175187257,小王家冬季加绒刺绣款牛仔阔腿裤女中高腰复古水洗宽松显瘦89081,怀旧蓝-常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
欣**0,2025年10月31日 19:41:57,6947500363620685635,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-常规(155-165cm)/M(100-110斤),5,真的超级赞，上身效果很显瘦超级划算超级满意，与辉同行直播间的东西就是好,好评,,,否,,,
阿**2,2025年10月31日 19:41:55,6947417570201769926,3773407665594695980,小王家复古深蓝弯刀裤女25年秋冬新款宽松显瘦设计感牛仔裤86011,复古深蓝-植绒常规(163cm以内)/30(130-140斤),5,,好评,,,否,,,
小**h,2025年10月31日 19:36:40,6947540391012734066,3783435525139071270,《黑丫头》小王家牛仔25年新款中高腰显瘦宽松牛仔裤通勤百搭89325,黑灰色-常规(163cm以内)/26(90-100斤),5,这条裤子真心的喜欢,好评,,,否,,,
歆**n,2025年10月31日 19:32:27,6947502593278940767,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/S(90-100斤),5,很满意的一次购物，裤子质量版型都是我特别喜欢的。,好评,,,否,,,
琦**6,2025年10月31日 19:31:44,6922010731342954026,3780131984555245756,小王家弯刀裤女25年秋冬新款中宽松设计感牛仔裤琥珀系穿搭86011,丹宁色-常规(163cm以内)/27(100-110斤),5,还行,好评,,,否,,,
用**f,2025年10月31日 19:30:35,6947415943543002390,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/27(100-110斤),5,,好评,,,否,,,
乖**t,2025年10月31日 19:23:40,6922058140483157197,3774003873577041980,小王家一裤两穿牛仔裤女25年新款复古宽松显瘦水洗阔腿长裤89316,丹宁色-常规(163cm以内)/29(120-130斤),5,麦子老师直播间推荐，上身效果很好！之前买了复古蓝，现在又回购这条丹宁蓝，喜欢,好评,,,否,,,
小**0,2025年10月31日 19:21:08,6922064090764115468,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,丹宁色-常规(163cm以内)/26(90-100斤),5,尺码合适！,好评,,,否,,,
A**8,2025年10月31日 19:15:18,6921999213935558546,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-高个子(163cm以上)/30(130-140斤),5,,好评,,,否,,,
糖**8,2025年10月31日 19:10:41,6922051392506395782,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-常规(155-165cm)/XS(80-90斤),4,,好评,,,否,,,
滟**v,2025年10月31日 19:07:14,6947520072548685387,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,丹宁色-常规(163cm以内)/25(90斤以内),5,裤型很好，长度对小个子太友好了，姐妹们推荐推荐,好评,,,否,,,
l**6,2025年10月31日 19:03:18,6947421416212600679,3780282289100030380,【小王家】丹宁色 复古蓝 杏色显瘦牛仔裤女新款阔腿裤通勤穿搭89138,杏色-常规(163cm以内)/25(85斤以内),5,,好评,,,否,,,
琛**r,2025年10月31日 19:01:45,6947441535625139796,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-常规(155-163cm)/L(115-125斤),5,,好评,,,否,,,
ღ**4,2025年10月31日 19:00:44,6947511541520995736,3782882734964343273,《压箱底神裤》小王家刺绣款新款中高腰水洗牛仔长裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
森**n,2025年10月31日 18:59:44,6947525414517019787,3780312246345924787,小王家一裤两穿牛仔裤女25年新款复古宽松显瘦水洗阔腿长裤89316,复古蓝-常规(163cm以内)/26(90-100斤),5,第一次在网上买到这么宜心的牛仔裤，妥妥的只有裤型没有腿形，本人161-104斤买的26码正好合适，给姐妹们参考,好评,,,否,,,
伊**8,2025年10月31日 18:58:30,6922066438830652686,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/XXS(80斤以内),5,很难买到这么合身的裤子，这款多出几个颜色吧，好回购。,好评,,,否,,,
心**t,2025年10月31日 18:55:45,6947403608196650782,3780282289100030380,【小王家】丹宁色 复古蓝 杏色显瘦牛仔裤女新款阔腿裤通勤穿搭89138,复古蓝-常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
R**4,2025年10月31日 18:51:17,6947498173696578676,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/S(90-100斤),4,,好评,,,否,,,
被**0,2025年10月31日 18:50:05,6922053285558255522,3782687666013864376,【小王家】复古蓝 丹宁色一裤两穿牛仔裤女25年新款宽松显瘦阔腿长裤89316,复古蓝-高个子(163cm以上)/27(100-110斤),5,可以,好评,,,否,,,
笑**b,2025年10月31日 18:44:19,6947426937018324346,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/28(110-120斤),5,,好评,,,否,,,
🐒**6,2025年10月31日 18:42:31,6947446081378784643,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
幸**6,2025年10月31日 18:42:04,6947397322187937331,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
a**r,2025年10月31日 18:39:37,6947320568832529816,3721666757119836639,《三重奏》小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,丹宁色-厚绒常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
～**8,2025年10月31日 18:34:31,6922051972662590618,3781032987064402066,小王家刺绣款牛仔阔腿裤女新款中高腰水洗牛仔长裤通勤百搭89081,复古蓝-小个子(153-163cm)/29(115-125斤),5,裤子非常好，对于小个子的非常友好。,好评,,,否,,,
和**8,2025年10月31日 18:30:03,6922062256829726562,3773407665594695980,《蓝调云朵》小王家复古深蓝25年秋季新款显瘦设计感牛仔裤86011,复古深蓝-植绒常规(163cm以内)/29(120-130斤),5,,好评,,,否,,,
和**8,2025年10月31日 18:29:48,6922064660620083042,3782902034550882574,《秋日氛围》小王家秋冬加绒25年新款宽松显瘦水洗阔腿长裤89316,丹宁色-厚绒常规(163cm以内)/30(130-140斤),5,,好评,,,否,,,
胖**t,2025年10月31日 18:28:09,6946961167966541262,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,丹宁色-高个子(163-173cm)/29(115-125斤),5,,好评,,,否,,,
彺**8,2025年10月31日 18:27:19,6922051611919875208,3741522584211161408,小王家刺绣款阔腿裤女中复古水洗宽松牛仔长裤琥珀系穿搭89081,复古蓝-高个子(163-173cm)/30(125-135斤),5,,好评,,,否,,,
盈**t,2025年10月31日 18:24:50,6947507067948897939,3780510753333837935,【小王家】复古蓝不贴腿微喇牛仔裤女中高腰显瘦筒喇裤89231,复古蓝-小个子(148-155cm)/M(100-110斤),5,,好评,,,否,,,
